Pricelist,Product,Starts,Ends,Rule Price,Currency,Active,Tills,First Seen
Kitengela Pricelist,Lola Spice,2026-09-12,2026-09-26,1551.72,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer Black,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer Brown,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer CN Brown,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer Green,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer Grey,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Kitengela Pricelist,Pioneer Nude,2026-09-12,2026-09-26,1896.55,KES,True,"KITENGELA, MARKETING",2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Black,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Brown,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Green,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Grey,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Nude,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Big Man Bag Red,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Gym Bag Black,2026-09-12,2026-09-26,1896.55,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Gym Bag Brown,2026-09-12,2026-09-26,1896.55,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Gym Bag Green,2026-09-12,2026-09-26,1896.55,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Gym Bag Grey,2026-09-12,2026-09-26,1896.55,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Gym Bag Nude,2026-09-12,2026-09-26,1896.55,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Beige,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Black,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Chocolate,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Cracked,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Grey,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Maroon,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Red,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Kate Spice,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Beige,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Black,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Choco,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Cracked,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Dark Brown,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Grey,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Maroon,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Red,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Lola Spice,2026-09-12,2026-09-26,1551.72,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Black,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Brown,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Cracked,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Green,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Grey,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Neo Man Nude,2026-09-12,2026-09-26,1034.48,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Beige,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Black,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Chocolate,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Cracked,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Dark Brown,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Grey,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Red,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Meru Pricelist,Trecento Spice,2026-09-12,2026-09-26,1465.52,KES,True,MERU,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Beige,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Black,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Chocolate,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Cracked,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Green,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Grey,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Maroon,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Red,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Aria Sling Spice,2026-09-12,2026-09-26,1034.48,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Black,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Chocolate,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Cracked,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Dark Brown,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Grey,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Nude,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Red,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Belt Bag Spice,2026-09-12,2026-09-26,862.07,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Fabela Black,2026-09-12,2026-09-26,1724.14,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Fabela Brown,2026-09-12,2026-09-26,1724.14,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Fabela Green,2026-09-12,2026-09-26,1724.14,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Fabela Grey,2026-09-12,2026-09-26,1724.14,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Fabela Nude,2026-09-12,2026-09-26,1724.14,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Antelope Brown,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Beige,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Black,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Brown,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Green,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Kai Grey,2026-09-12,2026-09-26,2068.97,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Black,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Brown,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Green,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Grey,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Nude,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Liam Red,2026-09-12,2026-09-26,1465.52,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Beige,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Black,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Choco,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Cracked,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Dark Brown,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Grey,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Maroon,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Red,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Mombasa Pricelist,Lola Spice,2026-09-12,2026-09-26,1551.72,KES,True,MOMBASA,2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Beige,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Black,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Chocolate,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Cracked,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Dark Brown,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Grey,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Maroon,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Red,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Aurora Spice,2026-09-12,2026-09-26,1465.52,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Black,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Chocolate,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Cracked,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Grey,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Nude,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Red,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Belt Bag Spice,2026-09-12,2026-09-26,1034.48,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Fabela Black,2026-09-12,2026-09-26,1724.14,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Fabela Brown,2026-09-12,2026-09-26,1724.14,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Fabela Green,2026-09-12,2026-09-26,1724.14,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Fabela Grey,2026-09-12,2026-09-26,1724.14,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Fabela Nude,2026-09-12,2026-09-26,1724.14,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Antelope Brown,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Beige,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Black,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Brown,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Green,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Kai Grey,2026-09-12,2026-09-26,2068.97,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Beige,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Black,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Choco,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Cracked,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Dark Brown,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Grey,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Maroon,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Red,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Lola Spice,2026-09-12,2026-09-26,1551.72,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Sierra Handbag Wooven Black,2026-09-12,2026-09-26,1982.76,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Sierra Handbag Wooven Brown,2026-09-12,2026-09-26,1982.76,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Sierra Handbag Wooven Cream,2026-09-12,2026-09-26,1982.76,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Sierra Handbag Wooven Maroon,2026-09-12,2026-09-26,1982.76,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nairobi CBD Pricelist,Sierra Handbag Wooven Mustard,2026-09-12,2026-09-26,1982.76,KES,True,"HAZINA, HILTON, KTDA Shop, STARMALL",2026-09-14T08:50:26
Nakuru Pricelist,Fabela Black,2026-09-12,2026-09-26,1724.14,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Fabela Brown,2026-09-12,2026-09-26,1724.14,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Fabela Green,2026-09-12,2026-09-26,1724.14,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Fabela Grey,2026-09-12,2026-09-26,1724.14,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Fabela Nude,2026-09-12,2026-09-26,1724.14,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Beige,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Black,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Chocolate,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Cracked,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Grey,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Red,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Leila Spice,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Beige,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Black,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Choco,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Cracked,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Dark Brown,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Grey,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Maroon,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Red,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Lola Spice,2026-09-12,2026-09-26,1551.72,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Beige,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Black,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Chocolate Brown,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Cracked,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Grey,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Maroon,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Red,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Moon Bag Spice,2026-09-12,2026-09-26,1034.48,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer Black,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer Brown,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer CN Brown,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer Green,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer Grey,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Pioneer Nude,2026-09-12,2026-09-26,1896.55,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Beige,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Black,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Chocolate,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Cracked,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Dark Brown,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Grey,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Red,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nakuru Pricelist,Trecento Spice,2026-09-12,2026-09-26,1465.52,KES,True,NAKURU,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Black,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Brown,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Green,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Grey,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Nude,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Big Man Bag Red,2026-09-12,2026-09-26,1465.52,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Beige,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Black,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Chocolate,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Cracked,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Dark Brown,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Grey,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Red,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Butterfly Sling Spice,2026-09-12,2026-09-26,1034.48,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Beige,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Black,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Cracked,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Dark Brown,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Grey,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Red,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Claire Handbag Spice,2026-09-12,2026-09-26,2241.38,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Fabela Black,2026-09-12,2026-09-26,1724.14,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Fabela Brown,2026-09-12,2026-09-26,1724.14,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Fabela Green,2026-09-12,2026-09-26,1724.14,KES,True,NANYUKI,2026-09-14T08:50:26
Nanyuki Pricelist,Fabela Grey,2026-09-12,2026-09-26,1724.14,KES,True,NANYUKI,2026-09-14T08:50:26
